Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 126, Sample, A1, n/a"	"Abundances (Normalized): F1: 127N, Sample, A2, n/a"	"Abundances (Normalized): F1: 127C, Sample, A3, n/a"	"Abundances (Normalized): F1: 128N, Sample, A4, n/a"	"Abundances (Normalized): F1: 128C, Sample, A5, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, B1"	"Abundances (Normalized): F1: 129C, Sample, n/a, B2"	"Abundances (Normalized): F1: 130N, Sample, n/a, B3"	"Abundances (Normalized): F1: 130C, Sample, n/a, B4"	"Abundances (Normalized): F1: 131, Sample, n/a, B5"	"Abundance: F1: 126, Sample, A1, n/a"	"Abundance: F1: 127N, Sample, A2, n/a"	"Abundance: F1: 127C, Sample, A3, n/a"	"Abundance: F1: 128N, Sample, A4, n/a"	"Abundance: F1: 128C, Sample, A5, n/a"	"Abundance: F1: 129N, Sample, n/a, B1"	"Abundance: F1: 129C, Sample, n/a, B2"	"Abundance: F1: 130N, Sample, n/a, B3"	"Abundance: F1: 130C, Sample, n/a, B4"	"Abundance: F1: 131, Sample, n/a, B5"	"Found in Sample: [S1] F1: 126, Sample, A1, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A2, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A3, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A4, n/a"	"Found in Sample: [S5] F1: 128C, Sample, A5, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, B1"	"Found in Sample: [S7] F1: 129C, Sample, n/a, B2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, B3"	"Found in Sample: [S9] F1: 130C, Sample, n/a, B4"	"Found in Sample: [S10] F1: 131, Sample, n/a, B5"	Modifications
FALSE	High	IsMasterProtein	Q8TDY4	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=ASAP3 PE=1 SV=1"	0.002	FALSE	Human	5.017	2	1	3	1	1	903	99.1	6.4	0	1	0	12.8	6	15.7	2.4	34.4	7.6	12.9	18.5	13.2	17.2	12.8	5.1	13.9	2.1	23.4	5.9	10.7	15.5	12.2	14.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B3KTT0	"cDNA FLJ38675 fis, clone IMR322000243, highly similar to Nucleoporin Nup43 OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	18.693	18	5	6	5	1	380	42.1	5.54	10.01	5	0	321.4	427.3	268.4	316.8	339.7	408.2	293.5	288.6	287.6	321	321.4	362.1	237.9	276.8	231.7	314.8	244	240.6	265.8	276.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UBW8	COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1	0	FALSE	Human	47.633	38	9	24	9	1	275	30.3	8.22	71.06	9	0	619.9	1410.8	621.5	584	609.7	1402.1	1104.8	560.1	529.1	535.8	619.9	1195.5	550.9	510.3	415.7	1081.2	918.4	467.1	489	462.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UKB1	F-box/WD repeat-containing protein 11 OS=Homo sapiens GN=FBXW11 PE=1 SV=1	0	FALSE	Human	14.36	6	2	4	2	1	542	62.1	7.12	7.4	2	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8BGZ7	"TREMBL:Q8BGZ7;Q99MH7 Tax_Id=10090 Gene_Symbol=Krt75 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732475I03 product:CYTOKERATIN homolog"	0	TRUE		217.931	30	24	1350	1	1	551	59.7	8.31	2815.7	24	0	366.9	315	334.2	251.9	493.4	267	295.2	339.8	317.5	290	366.9	266.9	296.3	220.1	336.4	205.9	245.4	283.4	293.4	250.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q3ZAQ7	Vacuolar ATPase assembly integral membrane protein VMA21 OS=Homo sapiens GN=VMA21 PE=1 SV=1	0.006	FALSE	Human	3.93	12	1	2	1	1	101	11.3	7.24	6.23	1	0	45.3	97.7	40.2	79.8	57.2	70.7	68.7	43.1	47.9	42.6	45.3	82.8	35.7	69.7	39	54.6	57.1	35.9	44.2	36.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q4LE38	IKBKAP variant protein (Fragment) OS=Homo sapiens GN=IKBKAP variant protein PE=2 SV=1	0	FALSE	Human	16.371	5	5	6	5	1	1342	151.4	6	12.76	5	0	193	289.8	161.6	234.7	198	290.3	192.1	196.5	213.5	181.6	193	245.6	143.3	205	135	223.9	159.7	163.9	197.3	156.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75558	Syntaxin-11 OS=Homo sapiens GN=STX11 PE=1 SV=1	0	FALSE	Human	12.313	13	3	5	3	1	287	33.2	6.55	11.98	3	0	114.4	156.5	141.4	246.8	240	180.3	132.9	171	172.6	167	114.4	132.6	125.3	215.6	163.7	139.1	110.4	142.6	159.5	144.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UHX1-2	Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60	0	FALSE	Human	140.089	45	16	76	16	1	542	58.1	5.35	222.5	16	0	5113.2	5330.6	3779.9	2894.1	3001.2	5320	2793.4	3089.8	3080.8	2900.5	5113.2	4517.2	3350.8	2528.7	2046.6	4102.6	2322.2	2576.6	2847	2501.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75146	Huntingtin-interacting protein 1-related protein OS=Homo sapiens GN=HIP1R PE=1 SV=2	0	FALSE	Human	41.502	15	12	24	12	1	1068	119.3	6.67	47.49	12	0	456.4	809.7	506.1	559.7	549	677.7	774	567.8	505	478.9	456.4	686.2	448.7	489	374.4	522.6	643.5	473.5	466.7	413.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R9K4	"Forty-two-three domain containing 1, isoform CRA_a OS=Homo sapiens GN=FYTTD1 PE=4 SV=1"	0	FALSE	Human	15.11	9	2	5	2	1	318	35.8	11.78	11.17	2	0	360.6	490.4	299.2	312.4	239.7	448.8	272	256.8	269.4	278	360.6	415.6	265.2	272.9	163.4	346.1	226.1	214.2	249	239.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A140VKA6	Testis secretory sperm-binding protein Li 233m OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	108.389	28	9	116	9	1	369	41.3	5.27	400.22	9	0	14065.5	14261.4	9968.2	9151.1	7655.5	12868	9715.7	7629.8	6426.4	7544.5	14065.5	12085.3	8836.6	7995.7	5220.4	9923.3	8076.8	6362.6	5938.7	6507.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	E9PLY5	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (Fragment) OS=Homo sapiens GN=MACF1 PE=1 SV=1"	0	FALSE	Human	163.305	31	37	87	1	1	1375	159.8	5.66	194.54	37	0	192.6	139.5	115	106.4	95.9	134.1	87.1	173.4	115.2	122.7	192.6	118.2	101.9	93	65.4	103.4	72.4	144.6	106.4	105.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5QJE6	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2	0.01	FALSE	Human	3.201	2	1	4	1	1	756	84.4	6.16	0	1	0																					High	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	
FALSE	High	IsMasterProtein	Q9H1X3	DnaJ homolog subfamily C member 25 OS=Homo sapiens GN=DNAJC25 PE=1 SV=1	0.001	FALSE	Human	7.141	6	2	2	1	1	360	42.4	9.13	5.29	2	0	56.3	93.3	38.9	86	49.9	83.7	39.7	49.4	58.7	71.5	56.3	79.1	34.5	75.1	34.1	64.6	33	41.2	54.3	61.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O14929	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1	0	FALSE	Human	8.388	7	2	6	2	1	419	49.5	5.69	11.65	2	0	103.2	124.5	85.7	85.6	92.7	79.9	65.5	92.1	79.6	81.5	103.2	105.5	76	74.8	63.2	61.6	54.5	76.8	73.6	70.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IV63	Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens GN=VRK3 PE=1 SV=2	0.01	FALSE	Human	3.247	4	2	2	2	1	474	52.8	9.04	3.99	2	0	105	127.3	102.5	123.4	68.8	191.7	113.9	78.5	89.5	79.4	105	107.9	90.9	107.9	46.9	147.8	94.7	65.5	82.7	68.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B7Z2A4	Receptor-type tyrosine-protein phosphatase OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	58.755	18	12	33	11	1	813	91.9	6.55	88.46	12	1	1710.5	1736.9	1446.7	1856.6	2235.4	1868	1712.8	1749.6	2005.1	1767.3	1710.5	1471.9	1282.4	1622.2	1524.4	1440.5	1423.9	1459	1852.9	1524.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59FL4	Ras association domain family 4 isoform a variant (Fragment) OS=Homo sapiens PE=2 SV=1	0.004	FALSE	Human	4.503	7	2	2	2	1	412	45.8	7.09	3.05	2	0	37.5	61.9	35.2	65.5	44.8	55	233.6	35	43.4	38.8	37.5	52.5	31.2	57.3	30.6	42.4	194.2	29.2	40.1	33.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95359	Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens GN=TACC2 PE=1 SV=3	0	FALSE	Human	16.756	1	4	7	2	1	2948	309.2	4.79	19.53	4	0	136.9	230.3	104.3	140	204.2	213.3	87.3	257.6	215.5	151.7	136.9	195.2	92.5	122.3	139.2	164.5	72.5	214.8	199.1	130.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A140VJR2	Testicular tissue protein Li 138 OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	43.927	19	8	17	8	1	493	54.5	6	41.43	8	0	740.9	783.7	668.1	669.6	546.8	762.7	1256	622.8	520.4	671.2	740.9	664.1	592.3	585	372.9	588.1	1044.2	519.4	480.9	578.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A0A0MRI2	Sorting nexin OS=Homo sapiens GN=SNX6 PE=1 SV=1	0	FALSE	Human	85.583	39	13	45	1	1	418	47.8	6.43	119.98	13	13	2265.6	2032.2	2012.9	2371.6	1652.4	1777.9	2822.2	1948.4	1840.9	1920.6	2265.6	1722.1	1784.3	2072.2	1126.8	1371.1	2346.1	1624.8	1701.2	1656.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96SQ9-2	Isoform 2 of Cytochrome P450 2S1 OS=Homo sapiens GN=CYP2S1	0	FALSE	Human	44.573	15	7	24	7	1	564	62.2	9.38	57.47	7	0	1523.8	612.4	1016.5	663.4	573.9	575.1	583.3	581.5	684.5	643.2	1523.8	519	901.1	579.6	391.4	443.5	484.9	484.9	632.5	554.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens GN=CHAMP1 PE=1 SV=2	0	FALSE	Human	38.235	17	11	16	11	1	812	89	8.44	32.96	11	0	1177.2	719.6	683.5	592.4	414.9	919.8	500.9	519.5	494.6	403.7	1177.2	609.8	605.9	517.6	282.9	709.3	416.4	433.2	457.1	348.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q01813	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2"	0	FALSE	Human	219.878	45	26	119	22	1	784	85.5	7.55	326.67	26	7	6715.8	7280.4	8223.3	6349.3	9723.6	7298	6668.2	9135	6043.1	7169.2	6715.8	6169.5	7289.8	5547.7	6630.7	5628	5543.3	7617.8	5584.4	6183.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y6X3	MAU2 chromatid cohesion factor homolog OS=Homo sapiens GN=MAU2 PE=1 SV=2	0	FALSE	Human	15.985	11	4	6	4	1	613	69	7.25	7.65	4	0	169.2	154.2	147.9	150.7	128.2	152.9	146	149.2	147.3	145.9	169.2	130.7	131.1	131.7	87.4	117.9	121.3	124.4	136.1	125.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H977	WD repeat-containing protein 54 OS=Homo sapiens GN=WDR54 PE=1 SV=1	0.002	FALSE	Human	5.13	7	2	2	2	1	334	35.9	6.2	2.08	2	0	32	59.1	34	32.2	39.2	54.2	43.6	33.2	30.4	32.7	32	50.1	30.2	28.1	26.8	41.8	36.3	27.7	28.1	28.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	V9HWK0	Signal recognition particle subunit SRP72 OS=Homo sapiens GN=HEL103 PE=2 SV=1	0	FALSE	Human	99.939	29	15	38	15	1	671	74.6	9.26	103.5	15	0	1774.2	4081	1810	2326.8	1626.1	4136.8	1702.1	1790.7	2036.8	1715.5	1774.2	3458.3	1604.5	2033.1	1108.9	3190.2	1414.9	1493.3	1882.2	1479.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15061	WD repeat-containing protein 43 OS=Homo sapiens GN=WDR43 PE=1 SV=3	0	FALSE	Human	30.396	14	6	14	6	1	677	74.8	5.57	22.68	6	0	197.1	193.6	170.9	161.3	196.6	189.2	128.8	171.8	179.8	182.6	197.1	164	151.5	140.9	134.1	145.9	107.1	143.3	166.2	157.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96QK1	Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2	0	FALSE	Human	209.83	34	24	128	24	1	796	91.6	5.49	395.06	24	0	9084.5	9595.6	8264.6	8689	7951.5	9583.7	8619.4	10314.8	7573.6	9525.7	9084.5	8131.4	7326.3	7592	5422.2	7390.6	7165.4	8601.6	6998.8	8216	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13530	Serine incorporator 3 OS=Homo sapiens GN=SERINC3 PE=2 SV=2	0.007	FALSE	Human	3.638	6	2	2	2	1	473	52.5	7.46	5.73	2	0	259.7	345.5	295.3	410.2	340.3	517.8	408.3	388.8	378.7	370	259.7	292.8	261.8	358.4	232.1	399.3	339.4	324.2	349.9	319.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96A08	Histone H2B type 1-A OS=Homo sapiens GN=HIST1H2BA PE=1 SV=3	0	FALSE	Human	48.654	45	7	278	1	1	127	14.2	10.32	664.76	7	0	28.9	24.7	29.6	28.9	25.7	24.7	19.2	24.1	23.8	17.3	28.9	20.9	26.3	25.2	17.5	19.1	16	20.1	22	14.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59H06	"Transporter 2, ATP-binding cassette, sub-family B isoform 1 variant (Fragment) OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	79.147	24	13	30	12	1	704	77.7	7.85	83.24	13	1	1860.2	2039.6	1766.3	4562.8	2753	1706.3	2078.1	2408.8	2749.4	3133.2	1860.2	1728.4	1565.8	3986.7	1877.3	1315.9	1727.5	2008.7	2540.7	2702.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P05023	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	0	FALSE	Human	760.945	49	48	944	30	1	1023	112.8	5.49	3052.91	48	31	55013.4	66049.9	53770.7	53211	84187.2	70935.7	57246.8	42862.1	48873	42951	55013.4	55971.4	47666.3	46492.9	57408.7	54703.2	47589.7	35743.2	45163.8	37045.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P09493-6	Isoform 6 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1	0	FALSE	Human	126.168	52	21	174	2	1	284	32.6	4.73	485.26	21	2	568.3	1055.9	586	2885.6	2071.1	1015.2	1043.2	682.6	936.8	1044.7	568.3	894.8	519.5	2521.3	1412.3	782.9	867.2	569.2	865.7	901.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8WVF1	Protein OSCP1 OS=Homo sapiens GN=OSCP1 PE=1 SV=4	0.008	FALSE	Human	3.433	3	1	1	1	1	389	44.6	5.83	3.44	1	0	38.3	134.9	44.2	54.1	41.2	127.6	101.8	53.1	39	41	38.3	114.3	39.2	47.2	28.1	98.4	84.6	44.2	36	35.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B4E1D8	"cDNA FLJ51597, highly similar to C4b-binding protein alpha chain OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	263.25	61	26	224	1	1	536	60.4	6.65	684.22	26	0	11.3	14.4	9.6	21.5	10	22.5	7	14	16.8	7	11.3	12.2	8.5	18.8	6.8	17.4	5.8	11.6	15.6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08069	Insulin-like growth factor 1 receptor OS=Homo sapiens GN=IGF1R PE=1 SV=1	0	FALSE	Human	23.065	8	7	14	6	1	1367	154.7	5.8	21	7	1	430	920.6	407.8	367.5	456.3	547.7	365	446.9	451.5	356.6	430	780.1	361.5	321.1	311.2	422.3	303.4	372.7	417.2	307.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H4I9	"Essential MCU regulator, mitochondrial OS=Homo sapiens GN=SMDT1 PE=1 SV=1"	0	FALSE	Human	10.001	29	2	6	2	1	107	11.4	7.27	9.69	2	0	321.6	341	229.3	463.9	559.5	370	277.2	546.9	677.7	587.8	321.6	289	203.2	405.4	381.5	285.3	230.4	456.1	626.3	507	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q32Q14	NDUFA7 protein (Fragment) OS=Homo sapiens GN=NDUFA7 PE=2 SV=1	0	FALSE	Human	53.71	66	9	34	9	1	121	13.5	10.4	97.19	9	0	2080.6	2822.4	2168.6	3013.7	3738.2	3461.1	2541.8	3123.3	2301.6	2463.7	2080.6	2391.7	1922.4	2633.2	2549.1	2669.1	2113	2604.6	2126.9	2125	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H2D6	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3	0	FALSE	Human	47.202	5	11	24	10	1	2365	261.2	8.48	44.58	11	0	1126.3	1247	869.6	1218.2	1333.7	1144.6	1316.9	1016.9	1179.3	1125.6	1126.3	1056.7	770.9	1064.4	909.5	882.7	1094.8	848	1089.8	970.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	F6X3N5	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens GN=GNB1 PE=1 SV=1	0	FALSE	Human	62.383	61	8	64	1	1	163	18.3	8.02	207.34	8	0	49.9	77.3	54.9	76.5	56	73.2	136.9	48.6	70.5	57.5	49.9	65.5	48.7	66.8	38.2	56.4	113.8	40.5	65.1	49.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	J3QTA6	MICOS complex subunit OS=Homo sapiens GN=CHCHD6 PE=1 SV=1	0	FALSE	Human	71.415	41	7	28	7	1	256	28.8	9.44	102.58	7	0	1277.4	1295.5	1112.9	1178.2	1524.5	1643.5	998.3	1024.6	1338.7	1146.8	1277.4	1097.8	986.6	1029.5	1039.5	1267.4	829.9	854.4	1237.1	989.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96HD1-2	Isoform 2 of Cysteine-rich with EGF-like domain protein 1 OS=Homo sapiens GN=CRELD1	0	FALSE	Human	45.187	17	6	24	6	1	422	45.9	5.81	67.89	6	0	805	1923.3	1128.7	1716.7	1337.1	2518.5	1087.6	1241.9	1647.5	1067.3	805	1629.8	1000.6	1500	911.8	1942.2	904.1	1035.6	1522.4	920.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75084	Frizzled-7 OS=Homo sapiens GN=FZD7 PE=1 SV=2	0.007	FALSE	Human	3.913	3	2	2	1	1	574	63.6	7.81	2.02	2	0	14.7	14.5	16.3	12.9	26.5	18.7	13	15.5	13.9	12.5	14.7	12.3	14.4	11.3	18.1	14.4	10.8	13	12.8	10.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P05787-2	"Isoform 2 of Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8"	0	TRUE	Human	806.181	82	54	2275	29	1	511	56.6	5.43	6388.22	54	16	170021.9	107840.4	147186.8	43421.6	112006.2	84621.2	48821.1	89709.7	94697.3	86681.4	170021.9	91385.1	130477.2	37939.5	76378.9	65256.9	40585.4	74810.1	87510.2	74763.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96RW7	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2	0	FALSE	Human	115.235	7	33	56	33	1	5635	613	6.49	126.69	33	0	8537.2	2361.2	2434.2	2389.9	1967.7	1983.7	2122.7	2096.7	2229.2	2001.4	8537.2	2000.9	2157.8	2088.1	1341.8	1529.6	1764.6	1748.5	2060	1726.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B4DZK0	Cysteine protease OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	10.059	3	1	3	1	1	510	57.3	8.53	5.94	1	0	37.8	41.6	41.4	39.4	33.9	40.6	128.9	37.4	29.5	35.3	37.8	35.3	36.7	34.5	23.1	31.3	107.1	31.2	27.3	30.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43852-3	Isoform 3 of Calumenin OS=Homo sapiens GN=CALU	0	FALSE	Human	120.947	59	18	89	5	1	323	38	4.63	266.79	18	16	3723.4	3550.4	4341.5	4618.5	3747.7	3692	3404.9	4975.6	5871.5	3952.6	3723.4	3008.6	3848.6	4035.4	2555.6	2847.2	2830.5	4149.2	5425.9	3409.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TCU6	"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens GN=PREX1 PE=1 SV=3"	0	FALSE	Human	31.407	5	5	10	5	1	1659	186.1	6.44	23.89	5	0	180.8	300.7	176.5	475.1	276.3	300.1	463.5	231.6	245.3	265.3	180.8	254.9	156.4	415.1	188.4	231.4	385.3	193.1	226.7	228.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8WVK7	Spindle and kinetochore-associated protein 2 OS=Homo sapiens GN=SKA2 PE=1 SV=1	0.006	FALSE	Human	4.127	7	1	1	1	1	121	14.2	7.33	2.5	1	0	110.5	279.9	109.1	203.2	158.4	266.7	1186.8	129.9	165.6	140.5	110.5	237.2	96.7	177.5	108	205.7	986.6	108.3	153	121.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9HD26	Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC PE=1 SV=1	0	FALSE	Human	22.81	11	5	13	5	1	462	50.5	5.92	30.31	5	0	590.1	785.3	643.8	617.8	608.6	723.9	543.8	854.6	699.6	654.5	590.1	665.5	570.7	539.8	415	558.2	452.1	712.6	646.5	564.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A186VNM4	MHC class II antigen (Fragment) OS=Homo sapiens GN=HLA-DRB1 PE=4 SV=1	0	FALSE	Human	27.7	38	3	23	1	1	89	10.9	5.25	69.57	3	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R9F2	"Dpy-19-like 4 (C. elegans), isoform CRA_b OS=Homo sapiens GN=DPY19L4 PE=4 SV=1"	0.008	FALSE	Human	3.405	2	1	5	1	1	723	83.7	8.16	2.05	1	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	K0JCD0	MHC class II antigen OS=Homo sapiens GN=HLA-DPB1 PE=2 SV=1	0	FALSE	Human	53.099	35	6	42	1	1	258	29.3	6.87	116.74	6	6	929.7	1369	1309.4	8891	1476.3	2183.9	1912.5	904.8	1169.4	1780.6	929.7	1160.1	1160.8	7768.4	1006.7	1684.2	1589.9	754.5	1080.7	1535.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	D2KFF9	Hydrogen voltage-gated channel 1 variant 3 OS=Homo sapiens GN=HVCN1 PE=2 SV=1	0	FALSE	Human	16.731	12	3	8	3	1	273	31.6	6.8	24.63	3	0	396.4	423.5	381	1091.1	472.4	352.3	585.4	402.1	519.2	507.5	396.4	358.9	337.8	953.3	322.1	271.7	486.6	335.3	479.8	437.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R394	"Cysteine and histidine-rich domain (CHORD)-containing 1, isoform CRA_c OS=Homo sapiens GN=CHORDC1 PE=4 SV=1"	0	FALSE	Human	11.727	18	4	5	4	1	332	37.5	7.72	11.75	4	0	166.1	266.2	193.2	161.2	144.1	217.9	218.1	173	123.1	159.4	166.1	225.6	171.2	140.8	98.2	168.1	181.3	144.3	113.8	137.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q7L099-3	Isoform 3 of Protein RUFY3 OS=Homo sapiens GN=RUFY3	0	FALSE	Human	39.322	14	8	18	8	1	620	70.6	5.72	56.15	8	0	625.2	1446.7	683.4	1063.2	679.4	1428.6	2457.1	638.6	667	644.2	625.2	1226	605.8	929	463.3	1101.7	2042.6	532.5	616.4	555.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	I4EC18	MHC class II antigen OS=Homo sapiens GN=HLA-DPB1 PE=2 SV=1	0	FALSE	Human	44.81	28	4	36	1	1	258	29.3	8.09	93.66	4	0	48	90.2	45	69.8	48.6	66.8	39.9	36.3	456.1	64.1	48	76.5	39.9	61	33.2	51.5	33.2	30.3	421.4	55.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B7Z6F7	"cDNA FLJ61705, highly similar to Symplekin OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	58.571	16	15	26	15	1	1274	141	6.13	60.4	15	0	956.5	1134.2	964.3	800.5	951.1	1235.7	607.6	1007	880.9	780.2	956.5	961.1	854.8	699.5	648.5	952.9	505.1	839.7	814	673	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R6S6	"Fused toes homolog (Mouse), isoform CRA_c OS=Homo sapiens GN=FTS PE=3 SV=1"	0	FALSE	Human	8.503	13	2	8	2	1	293	33.2	9.38	7.29	2	0	108.7	104.4	86.5	82.9	97.2	85.4	147.2	99.9	88.5	105.6	108.7	88.5	76.7	72.4	66.2	65.9	122.4	83.3	81.8	91.1	High	High	High	High	High	High	High	High	High	High	
