Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundance Ratio: (F1, 126) / (F1, 131)"	"Abundance Ratio: (F1, 127N) / (F1, 131)"	"Abundance Ratio: (F1, 127C) / (F1, 131)"	"Abundance Ratio: (F1, 128N) / (F1, 131)"	"Abundance Ratio: (F1, 128C) / (F1, 131)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundance Ratio: (F1, 129C) / (F1, 131)"	"Abundance Ratio: (F1, 130N) / (F1, 131)"	"Abundance Ratio: (F1, 130C) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances (Normalized): F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances (Normalized): F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances (Normalized): F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances (Normalized): F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundance: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundance: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundance: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundance: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundance: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundance: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundance: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundance: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundance: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundance: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundances Count: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances Count: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances Count: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances Count: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances Count: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances Count: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances Count: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances Count: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances Count: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances Count: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Found in Sample: [S1] F1: 126, Sample, CON1, n/a, n/a, n/a"	"Found in Sample: [S2] F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Found in Sample: [S3] F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Found in Sample: [S4] F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Found in Sample: [S8] F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Found in Sample: [S9] F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Found in Sample: [S10] F1: 131, Sample, n/a, n/a, n/a, GIS"	Modifications
FALSE	High	IsMasterProtein	Q9BWH2	FUN14 domain-containing protein 2 OS=Homo sapiens GN=FUNDC2 PE=1 SV=2	0	FALSE	Human	27.424	25	5	15	3	1	189	20.7	9.73	53.58	5	1	1.015	0.977	1.032	1.151	0.927	1.031	1.038	0.965	0.934	3382.2	3253.9	3438.4	3833.8	3089.8	3434.2	3457.6	3216.8	3113.5	3332	3382.2	3189.7	3375.4	3795.1	2807.7	3401.9	3261.6	2885.9	2947.3	2971.7	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P78368	Casein kinase I isoform gamma-2 OS=Homo sapiens GN=CSNK1G2 PE=1 SV=1	0	FALSE	Human	27.413	15	6	15	1	1	415	47.4	9.06	44.33	6	0	0.961	0.985	1.031	1.146	1.05	1.135	0.983	0.932	0.973	208.7	214	223.9	248.9	228	246.4	213.4	202.4	211.3	217.2	208.7	209.8	219.8	246.4	207.1	244.1	201.3	181.6	200	193.7	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	H7C1Z7	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (Fragment) OS=Homo sapiens GN=CTDSP1 PE=4 SV=1	0	FALSE	Human	27.403	19	5	9	1	1	262	29.2	5.99	20.76	5	4	0.941	1.241	0.989	1.081	0.942	1.012	0.957	0.93	0.958	757.1	998.6	796.3	870	758.3	814.2	770.3	749	771.4	804.9	757.1	978.9	781.7	861.2	689.1	806.6	726.6	672	730.2	717.9	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08842	Steryl-sulfatase OS=Homo sapiens GN=STS PE=1 SV=2	0	FALSE	Human	27.398	11	6	7	6	1	583	65.5	7.66	22.77	6	0	0.973	0.958	1.03	1.075	0.983	1.023	1.031	1.018	0.999	1139.2	1121.9	1205.8	1258.6	1151.3	1198.4	1207.1	1192.2	1170	1171.1	1139.2	1099.7	1183.7	1245.9	1046.2	1187.1	1138.7	1069.6	1107.6	1044.5	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q71UI9-2	Isoform 2 of Histone H2A.V OS=Homo sapiens GN=H2AFV	0	FALSE	Human	27.398	30	5	85	1	1	114	12.1	10.46	230.09	5	2	1.021	0.932	0.976	1.082	0.983	1.014	1.013	0.954	0.981	9006.1	8221	8612.7	9543.1	8668.9	8947.1	8933.4	8416.3	8650	8821.7	9006.1	8058.7	8454.7	9446.8	7877.4	8862.8	8427	7550.7	8188.4	7867.8	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43826-2	Isoform 2 of Glucose-6-phosphate translocase OS=Homo sapiens GN=SLC37A4	0	FALSE	Human	27.391	11	5	9	5	1	451	48.8	7.93	25.52	5	0	0.944	0.966	0.985	1.086	0.972	1.017	1.013	0.944	0.987	1314.2	1344.4	1370.9	1511.7	1353.5	1415.4	1409.8	1314.7	1374.4	1392.1	1314.2	1317.9	1345.8	1496.5	1230	1402.1	1329.9	1179.5	1301.1	1241.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95164	Ubiquitin-like protein 3 OS=Homo sapiens GN=UBL3 PE=1 SV=1	0	FALSE	Human	27.387	56	5	8	5	1	117	13.1	6.77	31.81	5	0	0.963	0.963	0.993	1.035	0.968	0.985	1.02	0.908	0.919	1166.4	1166.7	1203.1	1254.1	1172.6	1193.5	1235	1099.7	1113.3	1211.2	1166.4	1143.7	1181.1	1241.5	1065.5	1182.2	1165	986.6	1053.9	1080.2	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q16222	UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens GN=UAP1 PE=1 SV=3	0	FALSE	Human	27.377	19	7	8	7	1	522	58.7	6.33	25.05	7	0	0.926	0.988	0.975	0.913	1.061	0.967	0.995	1.116	1.103	959.6	1024.3	1010.7	946.3	1099.4	1001.9	1031.6	1157	1143.3	1036.6	959.6	1004.1	992.2	936.7	999	992.5	973.1	1038	1082.3	924.5	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q92934	Bcl2-associated agonist of cell death OS=Homo sapiens GN=BAD PE=1 SV=3	0	FALSE	Human	27.368	48	4	6	4	1	168	18.4	7.15	24.77	4	0	0.908	0.914	0.962	0.999	0.92	0.979	0.934	0.973	0.959	498.9	501.8	528.2	548.5	505.5	537.5	512.7	534.4	526.7	549.2	498.9	491.9	518.5	542.9	459.3	532.5	483.7	479.4	498.6	489.8	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IVM0-2	Isoform 2 of Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50	0	FALSE	Human	27.357	16	9	10	9	1	482	56.3	8.21	27.92	9	0	1.03	1.002	0.987	0.97	1.071	1.038	1.041	1.086	1.085	2089	2033.2	2002	1968.6	2172.6	2105.9	2112.4	2202.6	2201.2	2028.4	2089	1993.1	1965.2	1948.7	1974.3	2086	1992.7	1976.1	2083.7	1809.1	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96RR1	"Twinkle protein, mitochondrial OS=Homo sapiens GN=PEO1 PE=1 SV=1"	0	FALSE	Human	27.353	11	8	8	8	1	684	77.1	8.98	22.9	8	0	0.959	0.987	0.998	1.04	0.961	1.015	1.009	0.997	1.008	1038.1	1068	1079.8	1125.9	1039.9	1098.3	1091.6	1079.3	1091	1082.3	1038.1	1046.9	1060	1114.5	944.9	1088	1029.7	968.3	1032.8	965.3	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BVG9	Phosphatidylserine synthase 2 OS=Homo sapiens GN=PTDSS2 PE=1 SV=1	0	FALSE	Human	27.345	11	4	8	4	1	487	56.2	6.25	31.19	4	0	0.922	0.948	1.001	1.054	0.951	0.972	1.019	0.928	0.921	871.2	895	945.5	995.2	898.1	917.7	962.9	876.9	869.8	944.5	871.2	877.3	928.2	985.1	816.1	909.1	908.3	786.7	823.4	842.4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43657	Tetraspanin-6 OS=Homo sapiens GN=TSPAN6 PE=1 SV=1	0	FALSE	Human	27.325	16	3	15	3	1	245	27.5	8.1	44.48	3	0	0.955	0.902	0.985	1.054	0.955	0.989	0.983	0.959	0.942	1727.2	1631.9	1781.5	1907.5	1727.3	1789.1	1778.8	1735.7	1703.9	1809.3	1727.2	1599.7	1748.8	1888.2	1569.6	1772.2	1678	1557.2	1613	1613.7	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q149N8	E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens GN=SHPRH PE=1 SV=2	0	FALSE	Human	27.309	4	6	7	6	1	1683	193	7.47	17.35	6	0	0.996	1.046	0.999	1.047	1.022	1.014	0.942	0.962	1.014	654.5	687.1	656	687.9	671.1	665.8	618.5	631.8	665.9	656.8	654.5	673.5	644	680.9	609.9	659.6	583.5	566.9	630.4	585.8	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q99717	Mothers against decapentaplegic homolog 5 OS=Homo sapiens GN=SMAD5 PE=1 SV=1	0	FALSE	Human	27.303	15	8	10	1	1	465	52.2	7.71	26.95	8	0																																								High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TF40	Folliculin-interacting protein 1 OS=Homo sapiens GN=FNIP1 PE=1 SV=3	0	FALSE	Human	27.283	6	5	6	5	1	1166	130.5	5.52	20.34	5	0	0.981	0.913	1.012	0.981	0.965	1.027	1.008	0.994	1.019	755.6	702.8	779.2	755.5	743	790.6	776	765.5	784.3	770	755.6	688.9	764.9	747.8	675.2	783.1	732	686.8	742.4	686.7	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H2Y7	Zinc finger protein 106 OS=Homo sapiens GN=ZNF106 PE=1 SV=1	0	FALSE	Human	27.247	5	7	8	7	1	1883	208.8	7.15	21.23	7	0	0.968	0.948	0.97	0.959	1.024	0.972	0.994	1.005	0.96	494.9	484.7	496	490.3	523.4	497.1	508.1	513.8	490.5	511.2	494.9	475.1	486.9	485.4	475.6	492.4	479.3	460.9	464.3	455.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96LW7-2	Isoform 2 of Bcl10-interacting CARD protein OS=Homo sapiens GN=C9orf89	0	FALSE	Human	27.224	41	6	8	6	1	183	20.6	8.1	29.09	6	0	1.043	0.974	1.019	1.117	1.009	1.034	1.067	1.02	1.027	490.6	458.2	479.4	525.4	474.9	486.5	501.8	479.7	483.4	470.5	490.6	449.2	470.6	520.1	431.5	481.9	473.4	430.4	457.6	419.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6ZMG9-2	Isoform 2 of Ceramide synthase 6 OS=Homo sapiens GN=CERS6	0	FALSE	Human	27.22	15	8	13	8	1	392	45.8	7.87	38.13	8	0	0.992	0.945	0.986	1.088	0.99	1.013	1.019	0.945	0.947	3107.3	2960.4	3086.3	3407.4	3099.1	3172	3189.6	2959.3	2964.3	3131.5	3107.3	2901.9	3029.7	3373.1	2816.2	3142.1	3008.8	2654.9	2806.1	2792.9	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9H0W9	Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1	0	FALSE	Human	27.217	21	5	9	5	1	315	35.1	6.7	31.13	5	0	0.972	0.904	0.958	0.909	1.021	0.971	0.981	1	0.958	680.5	633.3	671.2	636.5	715.4	679.9	687.4	700.6	670.8	700.4	680.5	620.8	658.9	630	650.1	673.5	648.4	628.6	635	624.7	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96HV5	Transmembrane protein 41A OS=Homo sapiens GN=TMEM41A PE=2 SV=1	0	FALSE	Human	27.187	21	5	11	5	1	264	29.6	9.03	41.49	5	0	0.971	0.981	1.031	1.089	1.005	1.018	1.02	0.986	0.967	1575.3	1592.6	1673.7	1767.6	1631	1652.3	1656	1600.2	1570.1	1623	1575.3	1561.2	1643	1749.8	1482.1	1636.7	1562.2	1435.6	1486.3	1447.5	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15283	Ras GTPase-activating protein 2 OS=Homo sapiens GN=RASA2 PE=1 SV=3	0	FALSE	Human	27.179	8	8	8	8	1	850	96.6	7.2	23.53	8	0	1.002	1.005	1.008	0.947	1.041	0.995	0.981	1.046	0.995	1149.4	1153.4	1156	1086.4	1194.1	1141.3	1125.7	1200	1141.8	1147.4	1149.4	1130.6	1134.9	1075.5	1085.1	1130.5	1061.9	1076.5	1080.9	1023.3	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P58546	Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	0	FALSE	Human	27.17	35	4	25	4	1	118	12.9	5.52	86.58	4	0	1.013	1.011	0.975	0.932	1.017	0.931	0.982	1.054	1.07	6392.2	6380.8	6157.9	5886.3	6422.3	5874.9	6198.3	6653.8	6753.4	6313	6392.2	6254.8	6045	5827	5835.9	5819.5	5846.9	5969.4	6393	5630.4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43293	Death-associated protein kinase 3 OS=Homo sapiens GN=DAPK3 PE=1 SV=1	0	FALSE	Human	27.158	17	7	9	7	1	454	52.5	6.89	23.25	7	0	0.963	1.003	0.992	0.924	0.983	0.953	0.919	1.041	0.985	915.3	953.4	942.9	878.9	934.2	906.1	873.2	989.4	936.6	950.7	915.3	934.6	925.6	870	848.9	897.5	823.7	887.7	886.6	847.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O95999	B-cell lymphoma/leukemia 10 OS=Homo sapiens GN=BCL10 PE=1 SV=1	0	FALSE	Human	27.149	36	6	10	6	1	233	26.2	5.74	30.62	6	0	0.939	0.932	0.931	0.865	0.998	0.916	0.91	1.019	1.046	870.5	864.3	863	802.1	925.8	849.1	843.7	945.2	970.5	927.4	870.5	847.2	847.2	794	841.3	841.1	795.9	848	918.7	827.1	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O60783	"28S ribosomal protein S14, mitochondrial OS=Homo sapiens GN=MRPS14 PE=1 SV=1"	0	FALSE	Human	27.147	29	3	25	3	1	128	15.1	11.41	113.94	3	0	1.047	1.045	1.066	1.101	1.005	1.083	1.122	1.003	1.039	2344.4	2340.1	2386.4	2465.1	2249.5	2423.8	2512.2	2245.7	2326.5	2238.8	2344.4	2293.9	2342.6	2440.2	2044.1	2400.9	2369.8	2014.8	2202.3	1996.7	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B5ME97	"Septin 10, isoform CRA_c OS=Homo sapiens GN=SEPT10 PE=1 SV=2"	0	FALSE	Human	27.147	13	5	14	3	1	544	62.9	6.83	58.43	5	0	1.148	0.978	1.122	1.071	1.039	0.985	0.974	1.046	1.033	266.8	227.4	260.8	249	241.4	229	226.4	243.1	240.2	232.4	266.8	222.9	256.1	246.5	219.4	226.8	213.6	218.1	227.4	207.3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86W34	Archaemetzincin-2 OS=Homo sapiens GN=AMZ2 PE=1 SV=2	0	FALSE	Human	27.142	13	4	8	4	1	360	41.2	8.15	28.05	4	0	0.955	0.98	1.015	0.88	1.04	0.931	0.956	1.091	1.025	1127.3	1156.6	1198	1038.6	1227.9	1099.4	1128.9	1288.1	1210.4	1180.4	1127.3	1133.8	1176.1	1028.2	1115.8	1089	1064.9	1155.7	1145.8	1052.8	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O94916-5	Isoform E of Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5	0	FALSE	Human	27.133	7	7	9	1	1	1549	167.7	5.3	28.3	7	0	0.938	0.771	0.995	0.761	1.04	1.073	1.09	0.835	1.032	37.3	30.7	39.6	30.3	41.4	42.7	43.4	33.2	41.1	39.8	37.3	30.1	38.9	30	37.6	42.3	40.9	29.8	38.9	35.5	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O94916-4	Isoform D of Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5	0	FALSE	Human	27.115	6	7	9	1	1	1548	167.6	5.3	28.93	7	6	0.911	0.946	0.944	0.973	1.033	1.019	1	1.045	1.048	1089.1	1130.5	1128	1163	1235	1217.3	1194.5	1248.3	1252.4	1195	1089.1	1108.2	1107.3	1151.3	1122.2	1205.9	1126.8	1119.9	1185.6	1065.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96AT9	Ribulose-phosphate 3-epimerase OS=Homo sapiens GN=RPE PE=1 SV=1	0	FALSE	Human	27.111	24	4	15	4	1	228	24.9	5.58	58.22	4	0	0.954	0.981	0.982	0.935	1.038	1.011	0.989	1.053	1.016	991.1	1018.7	1019.9	970.9	1078.4	1050.3	1026.9	1094	1055.7	1038.6	991.1	998.6	1001.2	961.1	979.9	1040.4	968.7	981.5	999.4	926.3	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96B77	Transmembrane protein 186 OS=Homo sapiens GN=TMEM186 PE=2 SV=1	0	FALSE	Human	27.104	17	4	6	4	1	213	24.9	9.86	21.18	4	0	0.987	1.023	0.972	1.121	0.965	0.997	1.028	0.969	0.978	905.1	938.1	891.3	1028.1	885.1	914.2	942.1	888.4	896.1	916.7	905.1	919.6	875	1017.7	804.2	905.5	888.7	797.1	848.3	817.6	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P21580	Tumor necrosis factor alpha-induced protein 3 OS=Homo sapiens GN=TNFAIP3 PE=1 SV=1	0	FALSE	Human	27.099	9	6	7	6	1	790	89.6	8.22	21.19	6	0	1.036	1.03	1.05	1.082	0.949	1.013	1.013	0.976	0.918	908.2	903.2	920.4	948.6	832.2	888	887.9	855.7	804.6	876.8	908.2	885.4	903.5	939	756.2	879.6	837.6	767.7	761.7	782	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P49184	Deoxyribonuclease-1-like 1 OS=Homo sapiens GN=DNASE1L1 PE=1 SV=1	0	FALSE	Human	27.081	31	7	11	7	1	302	33.9	5.74	37.46	7	0	1.004	0.99	1.06	1.105	1.017	1.038	1.013	1.001	1.024	1312.1	1293.2	1385.7	1444.5	1328.5	1356.9	1323.6	1308	1338.7	1306.9	1312.1	1267.7	1360.3	1429.9	1207.2	1344.2	1248.5	1173.5	1267.3	1165.6	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q49B96	Cytochrome c oxidase assembly protein COX19 OS=Homo sapiens GN=COX19 PE=1 SV=1	0	FALSE	Human	27.046	49	4	13	4	1	90	10.4	8.72	39.42	4	0	0.97	0.952	1.017	1.116	0.954	1.028	0.989	1.01	1.01	1608.8	1580	1687.3	1851.1	1581.8	1705.4	1641.1	1675.3	1676	1658.9	1608.8	1548.8	1656.4	1832.4	1437.4	1689.3	1548.1	1503	1586.6	1479.5	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BYB4	Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens GN=GNB1L PE=1 SV=2	0	FALSE	Human	27.037	15	4	7	4	1	327	35.6	7.97	20.85	4	0	0.922	1.038	0.981	0.944	1.079	1.017	1.021	1.06	1.06	399.9	450.5	425.7	409.4	468.1	441.5	443.2	460	460.1	433.9	399.9	441.6	417.8	405.3	425.4	437.4	418.1	412.7	435.5	387	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P40189	Interleukin-6 receptor subunit beta OS=Homo sapiens GN=IL6ST PE=1 SV=2	0	FALSE	Human	27.034	7	6	7	6	1	918	103.5	5.95	24.71	6	0	0.966	0.981	0.96	1.032	1.023	1.039	0.978	0.999	1.011	790.8	803	786	844.2	837	850.6	800.3	817.3	827.7	818.4	790.8	787.1	771.6	835.7	760.6	842.6	754.9	733.3	783.5	729.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q70Z53	Protein FRA10AC1 OS=Homo sapiens GN=FRA10AC1 PE=1 SV=3	0	FALSE	Human	27.029	18	6	10	6	1	315	37.5	8.1	30.66	6	0	1.007	0.99	1.027	0.952	0.974	0.985	1.005	1.048	1.012	1953.1	1920	1992.4	1846.5	1890.5	1910.3	1949.7	2034.1	1962.6	1940.1	1953.1	1882.1	1955.9	1827.9	1717.9	1892.3	1839.2	1824.9	1857.9	1730.3	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BVC4	Target of rapamycin complex subunit LST8 OS=Homo sapiens GN=MLST8 PE=1 SV=1	0	FALSE	Human	27.017	24	6	6	6	1	326	35.9	5.86	25.33	6	0	0.953	0.965	1.03	0.953	0.999	1.011	1.023	1.013	1.017	451.2	457.3	488.1	451.4	473	479	484.5	479.7	481.7	473.7	451.2	448.3	479.2	446.8	429.8	474.5	457	430.3	456	422.5	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6SJ93	Protein FAM111B OS=Homo sapiens GN=FAM111B PE=1 SV=1	0	FALSE	Human	27.011	9	6	6	6	1	734	84.6	8.59	20.56	6	0	0.965	0.932	0.969	0.903	1.073	0.935	0.898	1.136	1.108	737.9	712.6	740.6	690	819.9	714.7	686.6	868.3	847.1	764.3	737.9	698.5	727	683	745.1	707.9	647.7	779	801.9	681.7	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NQ11	Probable cation-transporting ATPase 13A2 OS=Homo sapiens GN=ATP13A2 PE=1 SV=2	0	FALSE	Human	27.006	7	6	7	6	1	1180	128.7	8.12	21.52	6	0	0.99	0.998	1.011	1.058	0.995	1.006	1.014	0.958	0.965	465	469	474.9	497.1	467.4	472.7	476.5	449.7	453.2	469.7	465	459.7	466.2	492	424.7	468.3	449.5	403.5	429	418.9	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y6X2	E3 SUMO-protein ligase PIAS3 OS=Homo sapiens GN=PIAS3 PE=1 SV=2	0	FALSE	Human	27.002	14	7	8	7	1	628	68	7.69	23.06	7	0	1.003	0.955	1.024	0.966	1.044	0.997	1.002	1.071	1.009	1098.4	1045.7	1121.1	1057.5	1143.2	1091.4	1097.5	1172.4	1104.4	1094.9	1098.4	1025.1	1100.6	1046.9	1038.8	1081.1	1035.3	1051.8	1045.5	976.5	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NU19	TBC1 domain family member 22B OS=Homo sapiens GN=TBC1D22B PE=1 SV=3	0	FALSE	Human	26.994	15	7	8	6	1	505	59	7.39	24.67	7	1	1.028	1.019	1.044	0.952	1.08	0.986	0.98	1.053	1.036	1110.4	1101.3	1128.4	1028.8	1167.4	1065.3	1059.1	1137.5	1119.9	1080.7	1110.4	1079.6	1107.7	1018.4	1060.8	1055.3	999	1020.5	1060.1	963.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q92562	Polyphosphoinositide phosphatase OS=Homo sapiens GN=FIG4 PE=1 SV=1	0	FALSE	Human	26.975	8	7	8	7	1	907	103.6	6.92	19.17	7	0	0.996	0.991	0.993	0.936	1.021	1.05	0.98	1.051	1.046	835	830.1	831.7	784.5	855.1	879.6	821.2	880.7	876.7	837.9	835	813.7	816.5	776.6	777.1	871.3	774.6	790.1	829.9	747.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6IN84	"rRNA methyltransferase 1, mitochondrial OS=Homo sapiens GN=MRM1 PE=1 SV=1"	0	FALSE	Human	26.969	23	6	7	6	1	353	38.6	7.94	23.74	6	0	0.976	1.001	0.955	1.007	1.003	1.025	0.992	0.961	0.974	534.7	548.2	523.2	551.4	549.3	561.6	543.6	526.4	533.6	547.8	534.7	537.4	513.6	545.8	499.1	556.3	512.7	472.2	505.1	488.6	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
