CON1	CON2	CON3	shRNA1	shRNA2	shRNA3	Accession	Description	Genename
24328.1	23928.4	24795.6	26308.3	25606.2	25284.5	O95202	"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1"	LETM1
651.3	639.1	649.4	704.3	674.6	705.8	Q5SQH8-4	Isoform 4 of Uncharacterized protein C6orf136 OS=Homo sapiens GN=C6orf136	C6orf136
1405	1422.2	1457.5	1519.6	1463.7	1468.2	Q7Z422	SUZ domain-containing protein 1 OS=Homo sapiens GN=SZRD1 PE=1 SV=1	SZRD1
866	829.4	903.6	936.8	890.3	886.8	P05412	Transcription factor AP-1 OS=Homo sapiens GN=JUN PE=1 SV=2	JUN
2931.4	2925.7	3024.6	3171.2	3088.4	3092.2	O75616	"GTPase Era, mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2"	ERAL1
665.8	669.6	716.1	720.3	720.8	700.4	Q6P4F7	Rho GTPase-activating protein 11A OS=Homo sapiens GN=ARHGAP11A PE=1 SV=2	ARHGAP11A
8838.6	8824.7	8829.8	9562.2	9496.2	9455.4	Q68CQ4	Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	DIEXF
1200.2	1176	1169.5	1298.6	1231.3	1312.8	Q15528	Mediator of RNA polymerase II transcription subunit 22 OS=Homo sapiens GN=MED22 PE=1 SV=2	MED22
6154.9	6017.7	6130.4	6659.9	6636.9	6653.7	P82673	"28S ribosomal protein S35, mitochondrial OS=Homo sapiens GN=MRPS35 PE=1 SV=1"	MRPS35
153.1	165.2	159.3	165.7	177.9	187.3	Q8TDD1-2	Isoform 2 of ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54	DDX54
27923.1	28227.5	28007.8	30215.8	29946.4	30059.2	Q9H0A0	N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2	NAT10
9628.8	9543.3	9803.7	10419.4	10303.9	10441.6	Q96T37	Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2	RBM15
7279.5	7223.2	7311.1	7877.6	7772.1	7882.5	P10620	Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1	MGST1
1141.6	1149.6	1101.7	1235.4	1190.8	1182.1	Q63HQ0	AP-1 complex-associated regulatory protein OS=Homo sapiens GN=AP1AR PE=1 SV=1	AP1AR
28656.9	28472.1	28834	31011.7	30336.6	30516.1	P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens GN=SRPR PE=1 SV=2	SRPR
1542.7	1584.5	1570	1669.8	1625.4	1641.7	Q96NB2	Sideroflexin-2 OS=Homo sapiens GN=SFXN2 PE=1 SV=2	SFXN2
3797.4	3872.7	3804.8	4110.5	4175.6	4123.4	Q6UW02	Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=2 SV=1	CYP20A1
14560.3	13773.4	14419.7	15761.8	14529.9	15790.8	H3BN98	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2	ARL6IP1
126.6	136.6	133.2	137.1	141.6	136.6	Q02241-2	Isoform 2 of Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23	KIF23
3170.8	3149.9	3305.7	3432.6	3238.3	3303.8	O94842	TOX high mobility group box family member 4 OS=Homo sapiens GN=TOX4 PE=1 SV=1	TOX4
516.3	509.4	559.3	558.9	521.4	512.3	O43826-2	Isoform 2 of Glucose-6-phosphate translocase OS=Homo sapiens GN=SLC37A4	SLC37A4
629.7	592	690.4	681.7	624.7	665	Q9NZ52	ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens GN=GGA3 PE=1 SV=1	GGA3
9450.8	9609.8	9679.9	10232.7	10470.9	10254.8	O00566	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2	MPHOSPH10
23542.3	23748.3	23557.4	25492	24863.9	24969.1	Q15084-2	Isoform 2 of Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6	PDIA6
1807.8	1824	1902.8	1957.6	1976.4	1919.2	Q643R3	Lysophospholipid acyltransferase LPCAT4 OS=Homo sapiens GN=LPCAT4 PE=1 SV=1	LPCAT4
8863.1	8560.6	8710.8	9598.6	9493.6	9274.9	Q5T3I0-3	Isoform 3 of G patch domain-containing protein 4 OS=Homo sapiens GN=GPATCH4	GPATCH4
1712.3	1713.3	1729.3	1854.5	1789.6	1852.6	Q8WYQ5	Microprocessor complex subunit DGCR8 OS=Homo sapiens GN=DGCR8 PE=1 SV=1	DGCR8
5618.7	5477.9	5640.4	6085.6	6040.3	6087.3	P04156	Major prion protein OS=Homo sapiens GN=PRNP PE=1 SV=1	PRNP
1263.3	1502	1322.9	1368.4	1350.1	1281.9	Q8NEZ3	WD repeat-containing protein 19 OS=Homo sapiens GN=WDR19 PE=1 SV=2	WDR19
2054.3	2067.6	2096.8	2225.1	2175.1	2093.5	O75923-13	Isoform 13 of Dysferlin OS=Homo sapiens GN=DYSF	DYSF
216.1	206	213.8	234.1	238	248.2	Q9UBN6	Tumor necrosis factor receptor superfamily member 10D OS=Homo sapiens GN=TNFRSF10D PE=1 SV=1	TNFRSF10D
2817.1	2903.8	2874.1	3051.5	3056.3	3003.9	Q7L8L6	FAST kinase domain-containing protein 5 OS=Homo sapiens GN=FASTKD5 PE=1 SV=1	FASTKD5
346.4	345.6	334.1	375.3	362.2	353.1	Q8IWD4	Coiled-coil domain-containing protein 117 OS=Homo sapiens GN=CCDC117 PE=1 SV=1	CCDC117
6867.8	6956.6	6934.5	7440.4	7066.1	6995	P62244	40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2	RPS15A
7700	7681.8	7716.4	8342	8336.9	8226.2	Q8IY37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	DHX37
387.4	408.7	360.2	419.7	429.9	408.8	Q9BVN2	RUN and SH3 domain-containing protein 1 OS=Homo sapiens GN=RUSC1 PE=1 SV=3	RUSC1
2525	2579	2515.6	2735.7	2629.9	2690.6	Q6P9B9	Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1	INTS5
465.2	428.9	516.3	504	488.8	489.5	P01920	"HLA class II histocompatibility antigen, DQ beta 1 chain OS=Homo sapiens GN=HLA-DQB1 PE=1 SV=2"	HLA-DQB1
5667.9	5685.1	5597.6	6141.7	6132.8	5970.6	Q8N8A6	ATP-dependent RNA helicase DDX51 OS=Homo sapiens GN=DDX51 PE=1 SV=3	DDX51
2147.2	2147.4	2189.2	2326.8	2329.2	2262.2	Q09328	"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=1 SV=1"	MGAT5
828.8	791.5	882.3	898.1	818.3	855.9	Q9GZV4	Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3	EIF5A2
8165.5	11833.3	7730.9	8849.2	8409.8	8850.2	Q16777	Histone H2A type 2-C OS=Homo sapiens GN=HIST2H2AC PE=1 SV=4	HIST2H2AC
4442.2	4371	4435.2	4814.5	4599.4	4690.8	Q8NFH5	Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1	NUP35
1448.3	1537	1444.4	1569.7	1606.1	1530.3	Q9H5I1	Histone-lysine N-methyltransferase SUV39H2 OS=Homo sapiens GN=SUV39H2 PE=1 SV=2	SUV39H2
2520.5	2529.3	2528.7	2731.8	2643	2581.8	Q9HD23	"Magnesium transporter MRS2 homolog, mitochondrial OS=Homo sapiens GN=MRS2 PE=1 SV=1"	MRS2
4393.5	4528	4369.1	4762	4492.9	4554.5	Q9NRW7	Vacuolar protein sorting-associated protein 45 OS=Homo sapiens GN=VPS45 PE=1 SV=1	VPS45
426.3	435.5	434.6	462.1	463.2	458.6	O75319	RNA/RNP complex-1-interacting phosphatase OS=Homo sapiens GN=DUSP11 PE=1 SV=1	DUSP11
19649.1	19315.3	19707.4	21297.6	21326.9	21335.2	Q16706	Alpha-mannosidase 2 OS=Homo sapiens GN=MAN2A1 PE=1 SV=2	MAN2A1
195.9	194.5	183.2	212.3	198.6	206.5	Q9BXH1	Bcl-2-binding component 3 OS=Homo sapiens GN=BBC3 PE=1 SV=1	BBC3
223.8	237.9	239.4	242.6	245.6	229.3	Q96DU7	Inositol-trisphosphate 3-kinase C OS=Homo sapiens GN=ITPKC PE=1 SV=1	ITPKC
1845.9	1867.7	1806.3	2001	1922	1931.9	Q9H967	WD repeat-containing protein 76 OS=Homo sapiens GN=WDR76 PE=1 SV=2	WDR76
5324.9	5533.2	5304.3	5772.3	6139.2	5840.9	Q01650	Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2	SLC7A5
16631.1	16618.2	16450.4	18028.8	17807.1	17749.5	Q8NI36	WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1	WDR36
18101.4	17820.7	18131.4	19623.8	19460.8	19339.8	Q13823	Nucleolar GTP-binding protein 2 OS=Homo sapiens GN=GNL2 PE=1 SV=1	GNL2
2306.7	2299.1	2345.7	2500.8	2373	2435.8	O95985	DNA topoisomerase 3-beta-1 OS=Homo sapiens GN=TOP3B PE=2 SV=1	TOP3B
448.2	445.9	485.7	485.9	477.3	470.7	Q8WZ73	E3 ubiquitin-protein ligase rififylin OS=Homo sapiens GN=RFFL PE=1 SV=1	RFFL
19750.3	19308.1	19591.5	21415.2	20939.3	21125	Q8WTT2	Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1	NOC3L
43.1	42.6	41.9	46.7	42.1	42.5	Q7Z4R8	UPF0669 protein C6orf120 OS=Homo sapiens GN=C6orf120 PE=1 SV=1	C6orf120
10351.9	9859.7	10304.8	11224.9	10554.8	10963.9	O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1	BAG2
2652.6	2583.3	2683.9	2876.4	2777.3	2729.9	Q6UWP7	Lysocardiolipin acyltransferase 1 OS=Homo sapiens GN=LCLAT1 PE=1 SV=1	LCLAT1
3509.2	3343.1	3541	3805.4	3632.8	3705.4	Q99808-2	Isoform 2 of Equilibrative nucleoside transporter 1 OS=Homo sapiens GN=SLC29A1	SLC29A1
1213.8	1227.4	1259.6	1316.3	1311.4	1327.7	Q9ULG1	DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=2	INO80
4399.9	4368.8	4492	4771.5	4543.8	4446.4	Q9ULC3	Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1	RAB23
2254.5	2280.1	2268.9	2444.9	2398.8	2409.1	O00165-2	Isoform 2 of HCLS1-associated protein X-1 OS=Homo sapiens GN=HAX1	HAX1
2911.6	2772.3	2903.5	3157.6	3049.4	2946.7	Q12846	Syntaxin-4 OS=Homo sapiens GN=STX4 PE=1 SV=2	STX4
343.7	430.8	342	372.7	380.6	360.2	Q8WTS1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Homo sapiens GN=ABHD5 PE=1 SV=1	ABHD5
986	1037	1032	1069.5	1072.8	1037.5	Q9Y483	Metal-response element-binding transcription factor 2 OS=Homo sapiens GN=MTF2 PE=1 SV=2	MTF2
300.4	299.6	307.8	325.8	306.1	307.1	P0DI81-3	Isoform 3 of Trafficking protein particle complex subunit 2 OS=Homo sapiens GN=TRAPPC2	TRAPPC2
471.2	502.2	475.1	511.1	494	473.6	Q9UBT6	DNA polymerase kappa OS=Homo sapiens GN=POLK PE=1 SV=1	POLK
1511.7	1498.4	1524.4	1639.8	1563.1	1590.9	P52747	Zinc finger protein 143 OS=Homo sapiens GN=ZNF143 PE=1 SV=2	ZNF143
3449.5	3552.9	3469	3741.9	3694.3	3680.3	Q9NUQ2	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens GN=AGPAT5 PE=1 SV=3	AGPAT5
5585.4	5610.4	5556.4	6059.2	6033.3	5978.4	Q92979	Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens GN=EMG1 PE=1 SV=4	EMG1
28725.7	27580.8	28464.2	31164.1	30058.4	31549.5	P30040	Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4	ERP29
2588.7	2652.3	2655.6	2808.5	2804.4	2770.1	O14524	Transmembrane protein 194A OS=Homo sapiens GN=TMEM194A PE=1 SV=2	TMEM194A
9197.1	9453.8	9251.7	9978.1	9930.9	9699.5	Q13637	Ras-related protein Rab-32 OS=Homo sapiens GN=RAB32 PE=1 SV=3	RAB32
1206.7	1121.4	1190.1	1309.2	1249.9	1245.5	Q96AA3	Protein RFT1 homolog OS=Homo sapiens GN=RFT1 PE=1 SV=1	RFT1
384.2	394.7	368.6	416.8	416.1	399.9	P0CG29	Glutathione S-transferase theta-2 OS=Homo sapiens GN=GSTT2 PE=1 SV=1	GSTT2
11829	11689.1	12023.2	12834.1	11783.8	12185.2	Q15637-5	Isoform 5 of Splicing factor 1 OS=Homo sapiens GN=SF1	SF1
113.2	114.6	110.5	122.8	129.9	111.5	Q15326-2	Isoform 2 of Zinc finger MYND domain-containing protein 11 OS=Homo sapiens GN=ZMYND11	ZMYND11
4179	4093	4158.8	4534.6	4576.1	4563.5	Q96G21	U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1	IMP4
759.7	739.8	806.5	824.3	802.2	816.5	E7EP72	UPF0449 protein C19orf25 OS=Homo sapiens GN=C19orf25 PE=4 SV=1	C19orf25
15990.5	16226.9	16714.1	17351.4	17158.9	16887.2	Q8TCT9	Minor histocompatibility antigen H13 OS=Homo sapiens GN=HM13 PE=1 SV=1	HM13
34091.3	32993.1	34174.2	36995.9	35782.1	37141.4	P45880-1	Isoform 1 of Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2	VDAC2
1552.5	1567.3	1626	1685	1627.9	1595.3	P05423	DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens GN=POLR3D PE=1 SV=2	POLR3D
2797.1	2837.6	2935.1	3035.9	2941.3	2931.3	Q96QU8	Exportin-6 OS=Homo sapiens GN=XPO6 PE=1 SV=1	XPO6
2607.7	2634.7	2678.3	2830.5	2872.3	2747.8	P35568	Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1	IRS1
517.9	562.3	528.3	562.2	513.7	526.2	Q9UM13	Anaphase-promoting complex subunit 10 OS=Homo sapiens GN=ANAPC10 PE=1 SV=1	ANAPC10
1732.2	1719.5	1808.5	1880.3	1859.4	1819.3	Q8NDT2	Putative RNA-binding protein 15B OS=Homo sapiens GN=RBM15B PE=1 SV=3	RBM15B
124.6	113.3	132	135.3	125.6	117.4	K4DIA0	ICOS ligand OS=Homo sapiens GN=ICOSLG PE=4 SV=1	ICOSLG
1813.8	1845.1	1731	1968.9	1883.2	1906.9	P82664	"28S ribosomal protein S10, mitochondrial OS=Homo sapiens GN=MRPS10 PE=1 SV=2"	MRPS10
87.1	86.6	79.9	94.6	77.2	78.4	Q8IW41	MAP kinase-activated protein kinase 5 OS=Homo sapiens GN=MAPKAPK5 PE=1 SV=2	MAPKAPK5
450.4	457.6	435.3	489	472.2	420.4	Q96F44	E3 ubiquitin-protein ligase TRIM11 OS=Homo sapiens GN=TRIM11 PE=1 SV=2	TRIM11
28563.1	28118.4	28883.5	31012.8	30735.9	30443	Q9BZE4	Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3	GTPBP4
1171.6	1127.3	1171.9	1272.3	1268.1	1242.2	Q8NFJ5	Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2	GPRC5A
672.4	676.9	702.5	730.2	706.3	719.4	Q9BV68	E3 ubiquitin-protein ligase RNF126 OS=Homo sapiens GN=RNF126 PE=1 SV=1	RNF126
96	118.2	93.1	104.3	101.6	111.5	H3BUB6	Secretory carrier-associated membrane protein 2 (Fragment) OS=Homo sapiens GN=SCAMP2 PE=1 SV=1	SCAMP2
2273.1	2343	2365	2468.6	2546	2442.1	A3KMH1	von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	VWA8
442.5	483.7	503.3	480.6	487.4	469.7	P49796	Regulator of G-protein signaling 3 OS=Homo sapiens GN=RGS3 PE=1 SV=2	RGS3
2236.7	2158.1	2318.6	2429.4	2346.3	2386.2	A0A087WXF8	Nucleolar protein of 40 kDa OS=Homo sapiens GN=ZCCHC17 PE=1 SV=1	ZCCHC17
13968.2	14109.6	13864.5	15172.6	14178.5	14498.8	P46779	60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=3	RPL28
12153.7	12273.6	12226.2	13201.6	13087	13364.8	P14678-3	Isoform SM-B1 of Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB	SNRPB
59.1	56	59.4	64.2	57.3	57.8	Q15714	TSC22 domain family protein 1 OS=Homo sapiens GN=TSC22D1 PE=1 SV=3	TSC22D1
237.3	242.9	251	257.8	228.8	231.8	F5H5R8	Arylamine N-acetyltransferase 1 OS=Homo sapiens GN=NAT1 PE=1 SV=1	NAT1
103.2	84.9	93.3	112.1	114.5	105.3	Q92985-4	Isoform D of Interferon regulatory factor 7 OS=Homo sapiens GN=IRF7	IRF7
10412.6	10401.8	10472.1	11314.5	11461.5	11279.4	Q16822	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3"	PCK2
4744	4710.8	4804.8	5155	5079.7	5188	Q9NQZ2	Something about silencing protein 10 OS=Homo sapiens GN=UTP3 PE=1 SV=1	UTP3
1492	1486.4	1522.1	1621.5	1577	1599.7	O60427	Fatty acid desaturase 1 OS=Homo sapiens GN=FADS1 PE=1 SV=3	FADS1
124.3	123.8	136.2	135.1	131.5	140.9	P27986-4	Isoform 4 of Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Homo sapiens GN=PIK3R1	PIK3R1
80322.3	81329.8	80678.9	87295.6	87184.7	87691.2	Q9NR30	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	DDX21
12332.5	11994.6	12336.5	13403.6	12827.3	12974.5	Q2TAY7	WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=1 SV=2	SMU1
11269.4	11175.1	11262.1	12248.7	11973.8	12048.7	Q9UIQ6	Leucyl-cystinyl aminopeptidase OS=Homo sapiens GN=LNPEP PE=1 SV=3	LNPEP
4374.3	4202	4353.9	4754.6	4400.5	4526.4	Q9H0C8	Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens GN=ILKAP PE=1 SV=1	ILKAP
525.5	658.9	517.3	571.2	535.5	549.7	Q9UKG9-3	Isoform 3 of Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens GN=CROT	CROT
1827.8	1745.4	1851.6	1986.8	1911.1	1905	Q71F23	Centromere protein U OS=Homo sapiens GN=CENPU PE=1 SV=1	CENPU
4796.5	4634.9	4864.4	5213.9	4961.1	4994.7	Q9HD26	Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC PE=1 SV=1	GOPC
2549.8	2550.1	2528.4	2771.8	2893.9	3001.2	P60602	Reactive oxygen species modulator 1 OS=Homo sapiens GN=ROMO1 PE=1 SV=1	ROMO1
927.6	968.5	962.9	1008.4	1053.8	1051.7	Q9NRZ5	1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Homo sapiens GN=AGPAT4 PE=1 SV=1	AGPAT4
1329	1309.7	1318.9	1444.8	1416.3	1450.4	Q01850	Cerebellar degeneration-related protein 2 OS=Homo sapiens GN=CDR2 PE=1 SV=2	CDR2
4417.1	4391	4448.5	4802.6	4674.2	4742.8	O60508	Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1	CDC40
22.3	21.5	20.7	24.2	28	20.4	F8VVS7	Caspase OS=Homo sapiens GN=CASP9 PE=1 SV=1	CASP9
38793.3	38564.5	39965.3	42184.5	40435.7	40756.4	Q15293	Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1	RCN1
13259	12851.6	13128.6	14418.5	13572.9	13930.2	J3QR44	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=2	CDK11B
1566.5	1529.4	1630	1703.5	1642.8	1670.9	O95365	Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens GN=ZBTB7A PE=1 SV=1	ZBTB7A
18326.5	17774.5	18592.9	19930.5	18884.5	19321.9	P23229	Integrin alpha-6 OS=Homo sapiens GN=ITGA6 PE=1 SV=5	ITGA6
828.7	805	790.4	901.2	880.8	886.9	Q969Q5	Ras-related protein Rab-24 OS=Homo sapiens GN=RAB24 PE=1 SV=1	RAB24
18348.3	18399.4	18547.3	19956	19612.3	19556.4	Q8N766	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1	EMC1
339.5	348.9	361.8	369.3	369	354.3	P51788	Chloride channel protein 2 OS=Homo sapiens GN=CLCN2 PE=1 SV=2	CLCN2
2741.6	2721.8	2740.7	2982	2852.9	2823.7	Q9BWE0-4	Isoform 2 of Replication initiator 1 OS=Homo sapiens GN=REPIN1	REPIN1
2013.4	2102.6	2057.4	2190.2	2197.3	2187.8	P11117	Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3	ACP2
25616.3	25052.6	25658.1	27867.7	27036.3	27144.4	P46781	40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3	RPS9
5591.4	5209.6	5364.9	6082.9	6595.7	6429.8	P02792	Ferritin light chain OS=Homo sapiens GN=FTL PE=1 SV=2	FTL
523.9	567.2	539.1	570	582.6	571	Q9HCJ1	Progressive ankylosis protein homolog OS=Homo sapiens GN=ANKH PE=1 SV=2	ANKH
368	361.8	391	400.5	384.1	390.5	P78357	Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1	CNTNAP1
8582.5	8590.1	8646.9	9340.7	9279.2	9270.3	Q9H553	"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens GN=ALG2 PE=1 SV=1"	ALG2
254.5	254.3	270.6	277	275.2	253	Q8IUF1	COBW domain-containing protein 2 OS=Homo sapiens GN=CBWD2 PE=1 SV=1	CBWD2
12514.8	12432.7	12371.8	13620.7	13676	13411.8	B4DR61	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=1	SEC61A1
390.6	449.6	403.3	425.2	443.9	412.1	O00478	Butyrophilin subfamily 3 member A3 OS=Homo sapiens GN=BTN3A3 PE=1 SV=1	BTN3A3
13902.1	14080.3	14335.7	15133.6	15102.6	15009.3	P05362	Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2	ICAM1
1712.4	1726.7	1749.7	1864.1	1794.7	1829.2	Q9BUB7	"Transmembrane protein 70, mitochondrial OS=Homo sapiens GN=TMEM70 PE=1 SV=2"	TMEM70
155.1	155.9	171.2	168.9	156.6	155.6	Q4VC44-3	Isoform 3 of FLYWCH-type zinc finger-containing protein 1 OS=Homo sapiens GN=FLYWCH1	FLYWCH1
1272.2	1304.5	1329.3	1385.2	1392.2	1379.9	Q86SX6	"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2"	GLRX5
9036.1	8770.7	8974.4	9838.8	9635.5	9732.6	Q5C9Z4	Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens GN=NOM1 PE=1 SV=1	NOM1
28.4	43.7	34	30.9	36.6	31.9	A0A087WXX9	5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Homo sapiens GN=PRKAA2 PE=1 SV=1	PRKAA2
1779.4	1825.4	1812.4	1937.5	2072.9	1837.6	B7WPL0	Synembryn-B OS=Homo sapiens GN=RIC8B PE=1 SV=1	RIC8B
1431.4	1412.8	1427.3	1558.6	1595.6	1531	Q8NEW0	Zinc transporter 7 OS=Homo sapiens GN=SLC30A7 PE=2 SV=1	SLC30A7
6849.3	7095.1	6880.3	7458.7	7187.4	7189.3	J3QLS3	"28S ribosomal protein S7, mitochondrial OS=Homo sapiens GN=MRPS7 PE=1 SV=1"	MRPS7
65.1	62.2	66.5	70.9	71.8	66.8	O96028-3	Isoform 3 of Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens GN=WHSC1	WHSC1
1152.3	1132.2	1190.8	1254.9	1330.8	1317.1	O43299	AP-5 complex subunit zeta-1 OS=Homo sapiens GN=AP5Z1 PE=1 SV=2	AP5Z1
2039.2	1954.5	2067.2	2220.9	2116.2	2121.3	P55199	RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=1	ELL
16187.1	15537.9	16207.3	17629.3	16820.4	17263.8	Q5JTV8	Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2	TOR1AIP1
1181.4	1202	1238	1286.7	1251	1250.8	Q9NRG0	Chromatin accessibility complex protein 1 OS=Homo sapiens GN=CHRAC1 PE=1 SV=1	CHRAC1
11423.1	11369.3	11467.7	12442	12230.9	12403.5	Q969X6	Cirhin OS=Homo sapiens GN=CIRH1A PE=1 SV=1	CIRH1A
5277.2	5259.9	5302.9	5748	5531.4	5624.7	P67812-3	Isoform 3 of Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A	SEC11A
1586.5	1570	1591	1728.1	1719.3	1705.8	Q9NPE2	Neugrin OS=Homo sapiens GN=NGRN PE=1 SV=2	NGRN
545.8	533.3	541.8	594.5	611.6	658.3	Q9BWF2	E3 ubiquitin-protein ligase TRAIP OS=Homo sapiens GN=TRAIP PE=1 SV=1	TRAIP
2289.4	2318.4	2362.6	2494.1	2444.1	2474.4	Q9BSH4	Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1	TACO1
227.9	234	234.2	248.3	252.1	264.4	Q15599-3	Isoform 3 of Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2	SLC9A3R2
191.2	213.3	199.6	208.3	230.8	214.6	Q16526	Cryptochrome-1 OS=Homo sapiens GN=CRY1 PE=1 SV=1	CRY1
39.3	53.4	46.3	42.8	47.5	45.7	Q9P225	"Dynein heavy chain 2, axonemal OS=Homo sapiens GN=DNAH2 PE=2 SV=3"	DNAH2
244.6	238.5	235.2	266.5	257	273.6	Q8TAT5	Endonuclease 8-like 3 OS=Homo sapiens GN=NEIL3 PE=1 SV=3	NEIL3
18320.5	19319.8	18009.3	19960.7	19197.7	19267.9	P61353	60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2	RPL27
2269.4	2196.6	2235	2472.9	2304.3	2337	Q7Z2W9	"39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2"	MRPL21
4463	4505.7	4546.7	4864.1	4865.7	4791.7	Q15043	Zinc transporter ZIP14 OS=Homo sapiens GN=SLC39A14 PE=1 SV=3	SLC39A14
969	1196.5	998.8	1056.1	1069.5	1053.2	Q147X3	N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30 PE=1 SV=1	NAA30
4345.4	4208.6	4259.3	4736.3	4418.8	4378.7	Q13438	Protein OS-9 OS=Homo sapiens GN=OS9 PE=1 SV=1	OS9
