"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Contaminant"	"Marked as"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (F1, 126) / (F1, 128C)"	"Abundance Ratio: (F1, 127N) / (F1, 129C)"	"Abundance Ratio: (F1, 127C) / (F1, 130N)"	"Abundance Ratio: (F1, 128N) / (F1, 130C)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, A2, n/a"	"Abundances (Normalized): F1: 127N, Sample, A3, n/a"	"Abundances (Normalized): F1: 127C, Sample, A4, n/a"	"Abundances (Normalized): F1: 128N, Sample, A5, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, P1"	"Abundances (Normalized): F1: 129N, Sample, A6, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, P2"	"Abundances (Normalized): F1: 130N, Sample, n/a, P4"	"Abundances (Normalized): F1: 130C, Sample, n/a, P5"	"Abundances (Normalized): F1: 131, Sample, n/a, P6"	"Abundance: F1: 126, Sample, A2, n/a"	"Abundance: F1: 127N, Sample, A3, n/a"	"Abundance: F1: 127C, Sample, A4, n/a"	"Abundance: F1: 128N, Sample, A5, n/a"	"Abundance: F1: 128C, Sample, n/a, P1"	"Abundance: F1: 129N, Sample, A6, n/a"	"Abundance: F1: 129C, Sample, n/a, P2"	"Abundance: F1: 130N, Sample, n/a, P4"	"Abundance: F1: 130C, Sample, n/a, P5"	"Abundance: F1: 131, Sample, n/a, P6"	"Found in Sample: [S1] F1: 126, Sample, A2, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A3, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A4, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A5, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, P1"	"Found in Sample: [S6] F1: 129N, Sample, A6, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, P2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, P4"	"Found in Sample: [S9] F1: 130C, Sample, n/a, P5"	"Found in Sample: [S10] F1: 131, Sample, n/a, P6"	"Modifications"
"False"	"High"	"IsMasterProtein"	"F5H757"	"Cytochrome b561 OS=Homo sapiens GN=CYB561 PE=4 SV=1"	"0.000"	"False"	"Human"	"9.886"	"5"	"1"	"10"	"1"	"1"	"318"	"34.7"	"8.72"	"26.66"	"1"	"0"	"0.623"	"2.121"	"0.702"	"0.898"	"4.009"	"118.8"	"396.6"	"126.0"	"187.3"	"190.9"	"724.2"	"187.0"	"179.4"	"208.7"	"180.6"	"118.8"	"330.8"	"112.0"	"164.3"	"129.2"	"563.6"	"152.1"	"150.5"	"193.0"	"156.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q99720"	"Sigma non-opioid intracellular receptor 1 OS=Homo sapiens GN=SIGMAR1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.885"	"21"	"2"	"13"	"2"	"1"	"223"	"25.1"	"5.96"	"45.52"	"2"	"0"	"0.908"	"1.192"	"0.988"	"1.323"	"1.173"	"406.4"	"530.6"	"358.5"	"515.6"	"447.5"	"456.0"	"445.1"	"362.8"	"389.8"	"388.8"	"406.4"	"442.6"	"318.8"	"452.3"	"302.8"	"354.9"	"362.1"	"304.3"	"360.6"	"336.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96P11-4"	"Isoform 4 of Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens GN=NSUN5"	"0.000"	"False"	"Human"	"9.882"	"5"	"2"	"3"	"2"	"1"	"470"	"51.0"	"8.65"	"7.51"	"2"	"0"	"1.487"	"0.527"	"1.401"	"1.307"	"1.223"	"163.3"	"146.0"	"134.4"	"199.9"	"109.8"	"135.6"	"277.3"	"96.0"	"152.9"	"110.9"	"163.3"	"121.8"	"119.5"	"175.3"	"74.3"	"105.6"	"225.6"	"80.5"	"141.5"	"96.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"C9K0J5"	"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens GN=RAPH1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.882"	"2"	"3"	"4"	"2"	"1"	"1302"	"141.1"	"8.90"	"7.36"	"3"	"1"	"1.028"	"1.580"	"0.748"	"2.064"	"1.753"	"318.1"	"638.3"	"229.4"	"748.1"	"309.4"	"695.8"	"404.0"	"306.9"	"362.5"	"396.9"	"318.1"	"532.4"	"204.0"	"656.3"	"209.3"	"541.5"	"328.7"	"257.4"	"335.3"	"343.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13219"	"Pappalysin-1 OS=Homo sapiens GN=PAPPA PE=1 SV=3"	"0.000"	"False"	"Human"	"9.879"	"1"	"2"	"2"	"2"	"1"	"1627"	"180.9"	"6.18"	"6.27"	"2"	"0"	"0.481"	"0.730"	"0.340"	"1.154"	"0.634"	"89.2"	"74.1"	"49.3"	"168.5"	"185.6"	"72.6"	"101.5"	"145.1"	"146.0"	"114.5"	"89.2"	"61.8"	"43.9"	"147.8"	"125.6"	"56.5"	"82.6"	"121.7"	"135.0"	"99.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P42262-3"	"Isoform 3 of Glutamate receptor 2 OS=Homo sapiens GN=GRIA2"	"0.000"	"False"	"Human"	"9.879"	"5"	"4"	"4"	"4"	"1"	"901"	"100.5"	"7.59"	"4.47"	"4"	"0"	"1.023"	"1.264"	"1.144"	"1.412"	"3.988"	"114.9"	"398.8"	"108.3"	"207.4"	"112.3"	"542.5"	"315.6"	"94.7"	"146.9"	"136.0"	"114.9"	"332.6"	"96.3"	"182.0"	"76.0"	"422.2"	"256.7"	"79.4"	"135.9"	"117.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P17936-2"	"Isoform 2 of Insulin-like growth factor-binding protein 3 OS=Homo sapiens GN=IGFBP3"	"0.000"	"False"	"Human"	"9.878"	"10"	"4"	"5"	"4"	"1"	"297"	"32.2"	"8.62"	"8.42"	"4"	"0"	"1.330"	"1.733"	"2.471"	"2.053"	"1.919"	"171.6"	"208.6"	"297.0"	"329.2"	"129.1"	"284.9"	"120.3"	"120.2"	"160.3"	"148.4"	"171.6"	"174.0"	"264.0"	"288.8"	"87.3"	"221.7"	"97.9"	"100.8"	"148.3"	"128.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9HAJ7"	"Histone deacetylase complex subunit SAP30L OS=Homo sapiens GN=SAP30L PE=1 SV=1"	"0.000"	"False"	"Human"	"9.872"	"24"	"3"	"3"	"3"	"1"	"183"	"20.9"	"9.36"	"5.45"	"3"	"0"	"1.530"	"3.641"	"0.802"	"1.215"	"2.751"	"196.7"	"280.3"	"99.4"	"165.3"	"128.5"	"328.3"	"77.0"	"123.9"	"136.0"	"119.3"	"196.7"	"233.8"	"88.3"	"145.0"	"87.0"	"255.5"	"62.6"	"103.9"	"125.8"	"103.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96P44"	"Collagen alpha-1(XXI) chain OS=Homo sapiens GN=COL21A1 PE=2 SV=1"	"0.000"	"False"	"Human"	"9.867"	"3"	"3"	"7"	"3"	"1"	"957"	"99.3"	"8.32"	"17.39"	"3"	"0"	"0.921"	"1.843"	"0.970"	"2.137"	"4.119"	"371.8"	"614.2"	"181.6"	"540.9"	"403.4"	"1133.4"	"333.2"	"187.3"	"253.1"	"275.2"	"371.8"	"512.3"	"161.5"	"474.5"	"273.0"	"882.0"	"271.1"	"157.1"	"234.1"	"238.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O14545"	"TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens GN=TRAFD1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.854"	"4"	"2"	"3"	"2"	"1"	"582"	"64.8"	"5.29"	"11.56"	"2"	"0"	"1.170"	"1.018"	"0.823"	"1.622"	"2.122"	"48.1"	"66.0"	"46.6"	"81.2"	"41.1"	"82.3"	"64.8"	"56.6"	"50.1"	"38.8"	"48.1"	"55.0"	"41.4"	"71.3"	"27.8"	"64.1"	"52.7"	"47.5"	"46.3"	"33.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q04864"	"Proto-oncogene c-Rel OS=Homo sapiens GN=REL PE=1 SV=1"	"0.000"	"False"	"Human"	"9.843"	"6"	"4"	"5"	"4"	"1"	"619"	"68.5"	"5.86"	"8.34"	"4"	"0"	"0.776"	"1.061"	"0.587"	"0.976"	"0.800"	"290.9"	"379.7"	"267.3"	"420.0"	"374.7"	"343.6"	"357.7"	"455.2"	"430.4"	"429.3"	"290.9"	"316.7"	"237.7"	"368.5"	"253.5"	"267.4"	"291.0"	"381.8"	"398.1"	"371.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q7Z403"	"Transmembrane channel-like protein 6 OS=Homo sapiens GN=TMC6 PE=2 SV=2"	"0.000"	"False"	"Human"	"9.834"	"6"	"4"	"6"	"4"	"1"	"805"	"90.0"	"8.66"	"8.62"	"4"	"0"	"0.522"	"1.426"	"0.742"	"0.863"	"0.824"	"53.4"	"79.8"	"59.0"	"56.8"	"102.3"	"58.9"	"56.0"	"79.4"	"65.8"	"71.5"	"53.4"	"66.6"	"52.4"	"49.8"	"69.2"	"45.8"	"45.5"	"66.6"	"60.9"	"61.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P35754"	"Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2"	"0.000"	"False"	"Human"	"9.832"	"25"	"2"	"7"	"2"	"1"	"106"	"11.8"	"8.09"	"24.84"	"2"	"0"	"0.597"	"0.899"	"1.275"	"0.926"	"0.902"	"57.4"	"83.3"	"85.8"	"57.8"	"96.2"	"53.8"	"92.6"	"67.3"	"62.5"	"59.6"	"57.4"	"69.5"	"76.3"	"50.7"	"65.1"	"41.8"	"75.4"	"56.4"	"57.8"	"51.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96PE2"	"Rho guanine nucleotide exchange factor 17 OS=Homo sapiens GN=ARHGEF17 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.830"	"2"	"4"	"8"	"4"	"1"	"2063"	"221.5"	"6.29"	"15.22"	"4"	"0"	"1.152"	"1.250"	"1.075"	"1.395"	"2.105"	"213.4"	"385.7"	"191.4"	"275.1"	"185.3"	"320.0"	"308.5"	"178.0"	"197.2"	"152.0"	"213.4"	"321.7"	"170.2"	"241.4"	"125.4"	"249.0"	"251.0"	"149.3"	"182.4"	"131.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9UIL1"	"Short coiled-coil protein OS=Homo sapiens GN=SCOC PE=1 SV=2"	"0.000"	"False"	"Human"	"9.821"	"18"	"2"	"4"	"2"	"1"	"159"	"18.0"	"8.85"	"7.68"	"2"	"0"	"2.087"	"1.206"	"0.764"	"1.231"	"1.973"	"127.6"	"129.7"	"71.2"	"81.5"	"61.1"	"122.3"	"107.5"	"93.2"	"66.2"	"62.0"	"127.6"	"108.2"	"63.3"	"71.5"	"41.4"	"95.2"	"87.5"	"78.2"	"61.2"	"53.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P15502-9"	"Isoform 9 of Elastin OS=Homo sapiens GN=ELN"	"0.000"	"False"	"Human"	"9.816"	"4"	"2"	"2"	"2"	"1"	"792"	"69.0"	"10.40"	"4.13"	"2"	"0"	"0.442"	"2.510"	"0.988"	"1.933"	"1.385"	"139.2"	"412.3"	"123.5"	"488.8"	"315.0"	"181.2"	"164.3"	"125.1"	"252.8"	"130.8"	"139.2"	"343.9"	"109.8"	"428.8"	"213.1"	"141.0"	"133.6"	"104.9"	"233.9"	"113.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"C9JCC6"	"Dr1-associated corepressor OS=Homo sapiens GN=DRAP1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.811"	"11"	"2"	"4"	"2"	"1"	"212"	"23.2"	"5.27"	"9.76"	"2"	"0"	"1.526"	"0.952"	"1.163"	"1.598"	"1.512"	"275.8"	"337.7"	"234.1"	"371.3"	"180.7"	"287.7"	"354.8"	"201.4"	"232.4"	"190.2"	"275.8"	"281.7"	"208.1"	"325.8"	"122.3"	"223.9"	"288.6"	"168.9"	"214.9"	"164.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96NB2"	"Sideroflexin-2 OS=Homo sapiens GN=SFXN2 PE=1 SV=2"	"0.000"	"False"	"Human"	"9.810"	"11"	"4"	"5"	"4"	"1"	"322"	"36.2"	"9.41"	"9.14"	"4"	"0"	"1.084"	"1.698"	"0.964"	"0.965"	"1.146"	"214.5"	"227.7"	"141.0"	"198.5"	"197.9"	"307.7"	"134.1"	"146.3"	"205.7"	"268.6"	"214.5"	"189.9"	"125.3"	"174.1"	"133.9"	"239.5"	"109.1"	"122.7"	"190.3"	"232.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O75781"	"Paralemmin-1 OS=Homo sapiens GN=PALM PE=1 SV=2"	"0.000"	"False"	"Human"	"9.810"	"7"	"3"	"8"	"3"	"1"	"387"	"42.1"	"5.00"	"16.77"	"3"	"0"	"3.451"	"0.904"	"1.977"	"1.862"	"4.621"	"962.2"	"869.3"	"508.7"	"671.9"	"278.8"	"1171.5"	"961.4"	"257.3"	"360.8"	"253.5"	"962.2"	"725.1"	"452.2"	"589.5"	"188.6"	"911.7"	"782.1"	"215.8"	"333.7"	"219.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q86UL3"	"Glycerol-3-phosphate acyltransferase 4 OS=Homo sapiens GN=AGPAT6 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.808"	"7"	"3"	"4"	"3"	"1"	"456"	"52.0"	"9.19"	"4.52"	"3"	"0"	"0.829"	"1.298"	"0.707"	"1.223"	"1.159"	"136.6"	"193.6"	"106.3"	"184.5"	"164.8"	"180.5"	"149.1"	"150.4"	"150.9"	"155.7"	"136.6"	"161.4"	"94.5"	"161.9"	"111.5"	"140.4"	"121.3"	"126.2"	"139.6"	"134.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"J3KQV8"	"Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.807"	"3"	"3"	"4"	"3"	"1"	"1612"	"177.4"	"8.22"	"10.22"	"3"	"0"	"0.731"	"1.154"	"1.236"	"1.123"	"1.443"	"141.6"	"186.0"	"169.8"	"157.5"	"193.6"	"180.1"	"161.2"	"137.4"	"140.2"	"124.8"	"141.6"	"155.1"	"151.0"	"138.2"	"131.0"	"140.1"	"131.2"	"115.3"	"129.7"	"108.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O15111"	"Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens GN=CHUK PE=1 SV=2"	"0.000"	"False"	"Human"	"9.793"	"4"	"3"	"5"	"2"	"1"	"745"	"84.6"	"6.73"	"13.24"	"3"	"0"	"0.959"	"0.842"	"1.069"	"1.020"	"1.436"	"250.7"	"322.0"	"301.2"	"350.8"	"261.4"	"393.5"	"382.5"	"281.8"	"344.0"	"273.9"	"250.7"	"268.6"	"267.8"	"307.8"	"176.9"	"306.2"	"311.2"	"236.4"	"318.2"	"237.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9BUN8"	"Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.792"	"13"	"3"	"3"	"3"	"1"	"251"	"28.8"	"9.51"	"7.57"	"3"	"0"	"0.700"	"1.291"	"0.831"	"1.196"	"0.929"	"128.2"	"212.5"	"162.0"	"270.0"	"183.0"	"201.4"	"164.6"	"194.8"	"225.8"	"216.8"	"128.2"	"177.3"	"144.0"	"236.8"	"123.9"	"156.7"	"133.9"	"163.4"	"208.8"	"187.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O60486"	"Plexin-C1 OS=Homo sapiens GN=PLXNC1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.789"	"3"	"4"	"8"	"4"	"1"	"1568"	"175.6"	"7.61"	"11.34"	"4"	"0"	"0.796"	"0.920"	"1.101"	"2.232"	"0.923"	"157.3"	"179.1"	"177.9"	"393.5"	"197.7"	"184.9"	"194.7"	"161.6"	"176.3"	"200.4"	"157.3"	"149.3"	"158.1"	"345.2"	"133.8"	"143.9"	"158.4"	"135.6"	"163.1"	"173.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P05452"	"Tetranectin OS=Homo sapiens GN=CLEC3B PE=1 SV=3"	"0.000"	"True"	"Human"	"9.787"	"11"	"2"	"6"	"2"	"1"	"202"	"22.5"	"5.67"	"17.11"	"2"	"0"	"1.065"	"1.515"	"0.768"	"1.087"	"0.907"	"221.1"	"328.1"	"198.0"	"310.5"	"207.7"	"336.0"	"216.6"	"257.9"	"285.5"	"370.5"	"221.1"	"273.7"	"176.1"	"272.4"	"140.5"	"261.5"	"176.2"	"216.3"	"264.1"	"320.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q6NUK4"	"Receptor expression-enhancing protein 3 OS=Homo sapiens GN=REEP3 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.786"	"11"	"3"	"6"	"3"	"1"	"255"	"29.2"	"9.57"	"9.85"	"3"	"0"	"0.545"	"1.193"	"0.710"	"0.842"	"0.690"	"183.2"	"211.5"	"183.2"	"231.3"	"336.3"	"205.7"	"177.2"	"258.0"	"274.6"	"298.1"	"183.2"	"176.4"	"162.9"	"202.9"	"227.5"	"160.1"	"144.2"	"216.4"	"254.0"	"257.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q7Z3B1"	"Neuronal growth regulator 1 OS=Homo sapiens GN=NEGR1 PE=1 SV=3"	"0.000"	"False"	"Human"	"9.779"	"7"	"3"	"3"	"3"	"1"	"354"	"38.7"	"6.21"	"7.93"	"3"	"0"	"1.162"	"1.358"	"1.181"	"2.128"	"4.611"	"282.1"	"1120.6"	"241.2"	"630.2"	"242.7"	"1288.7"	"825.2"	"204.2"	"296.2"	"279.5"	"282.1"	"934.7"	"214.4"	"552.8"	"164.2"	"1002.9"	"671.3"	"171.3"	"273.9"	"241.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P36404"	"ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4"	"0.000"	"False"	"Human"	"9.774"	"23"	"3"	"7"	"3"	"1"	"184"	"20.9"	"6.34"	"6.62"	"3"	"0"	"0.857"	"0.925"	"0.939"	"1.073"	"1.684"	"142.7"	"191.3"	"126.5"	"150.6"	"166.4"	"214.6"	"206.9"	"134.8"	"140.4"	"127.4"	"142.7"	"159.6"	"112.4"	"132.1"	"112.6"	"167.0"	"168.3"	"113.0"	"129.9"	"110.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9BU76"	"Multiple myeloma tumor-associated protein 2 OS=Homo sapiens GN=MMTAG2 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.773"	"6"	"1"	"2"	"1"	"1"	"263"	"29.4"	"10.02"	"8.90"	"1"	"0"	"3.552"	"1.950"	"1.499"	"1.388"	"1.370"	"48.8"	"20.6"	"34.3"	"23.5"	"13.7"	"19.2"	"10.6"	"22.9"	"17.0"	"14.0"	"48.8"	"17.2"	"30.5"	"20.7"	"9.3"	"15.0"	"8.6"	"19.2"	"15.7"	"12.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96AE7"	"Tetratricopeptide repeat protein 17 OS=Homo sapiens GN=TTC17 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.766"	"4"	"4"	"6"	"4"	"1"	"1141"	"129.5"	"6.58"	"13.26"	"4"	"0"	"0.751"	"1.650"	"0.922"	"0.898"	"1.250"	"44.7"	"63.0"	"54.9"	"50.6"	"59.6"	"62.3"	"38.2"	"59.5"	"56.4"	"49.9"	"44.7"	"52.5"	"48.8"	"44.4"	"40.3"	"48.5"	"31.0"	"49.9"	"52.1"	"43.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O94916-5"	"Isoform E of Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5"	"0.000"	"False"	"Human"	"9.746"	"1"	"2"	"3"	"2"	"1"	"1549"	"167.7"	"5.30"	"8.68"	"2"	"0"	"1.022"	"1.873"	"1.347"	"1.046"	"1.858"	"153.6"	"203.3"	"161.7"	"183.6"	"150.2"	"245.4"	"108.5"	"120.1"	"175.5"	"132.1"	"153.6"	"169.5"	"143.8"	"161.1"	"101.7"	"191.0"	"88.3"	"100.7"	"162.3"	"114.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P17010-3"	"Isoform 3 of Zinc finger X-chromosomal protein OS=Homo sapiens GN=ZFX"	"0.000"	"False"	"Human"	"9.744"	"4"	"3"	"3"	"3"	"1"	"844"	"94.3"	"6.19"	"8.04"	"3"	"0"	"2.560"	"1.846"	"1.264"	"1.974"	"2.598"	"164.0"	"172.2"	"140.7"	"187.3"	"64.1"	"223.6"	"93.3"	"111.3"	"94.9"	"86.1"	"164.0"	"143.6"	"125.1"	"164.3"	"43.3"	"174.0"	"75.9"	"93.3"	"87.8"	"74.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96JG8-4"	"Isoform 4 of Melanoma-associated antigen D4 OS=Homo sapiens GN=MAGED4"	"0.000"	"False"	"Human"	"9.740"	"5"	"2"	"3"	"2"	"1"	"757"	"83.2"	"6.57"	"8.79"	"2"	"0"	"0.959"	"0.516"	"0.652"	"0.947"	"1.093"	"45.2"	"63.3"	"41.0"	"55.4"	"47.1"	"57.5"	"122.7"	"62.8"	"58.5"	"52.6"	"45.2"	"52.8"	"36.4"	"48.6"	"31.9"	"44.7"	"99.8"	"52.7"	"54.1"	"45.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"H3BM74"	"NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.737"	"6"	"3"	"4"	"3"	"1"	"639"	"73.3"	"6.57"	"9.61"	"3"	"0"	"0.673"	"0.664"	"1.706"	"1.110"	"1.206"	"48.9"	"66.2"	"92.2"	"63.2"	"72.7"	"64.2"	"99.6"	"54.0"	"56.9"	"53.2"	"48.9"	"55.2"	"81.9"	"55.5"	"49.2"	"49.9"	"81.0"	"45.3"	"52.7"	"46.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q9GZT8"	"Putative GTP cyclohydrolase 1 type 2 NIF3L1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2"	"0.000"	"False"	"Human"	"9.730"	"10"	"3"	"7"	"3"	"1"	"377"	"41.9"	"6.65"	"15.28"	"3"	"0"	"1.129"	"1.372"	"0.779"	"0.926"	"1.545"	"310.2"	"340.3"	"198.1"	"215.8"	"274.7"	"353.9"	"248.0"	"254.4"	"233.0"	"229.0"	"310.2"	"283.8"	"176.1"	"189.3"	"185.9"	"275.4"	"201.8"	"213.4"	"215.5"	"198.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q8NDA8"	"Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3"	"0.000"	"False"	"Human"	"9.727"	"3"	"4"	"4"	"4"	"1"	"1641"	"181.1"	"6.89"	"9.05"	"4"	"0"	"0.839"	"0.958"	"0.739"	"1.105"	"0.935"	"172.3"	"225.4"	"144.1"	"218.8"	"205.4"	"205.0"	"235.3"	"195.0"	"197.9"	"219.2"	"172.3"	"188.0"	"128.1"	"191.9"	"139.0"	"159.6"	"191.4"	"163.6"	"183.1"	"189.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q96NY8"	"Nectin-4 OS=Homo sapiens GN=PVRL4 PE=1 SV=1"	"0.000"	"False"	"Human"	"9.724"	"5"	"3"	"4"	"3"	"1"	"510"	"55.4"	"5.38"	"9.95"	"3"	"0"	"0.564"	"1.535"	"0.598"	"0.379"	"0.617"	"249.9"	"205.2"	"258.8"	"157.6"	"442.9"	"214.7"	"133.7"	"432.9"	"415.9"	"347.7"	"249.9"	"171.1"	"230.1"	"138.3"	"299.7"	"167.1"	"108.8"	"363.1"	"384.7"	"300.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O75530-2"	"Isoform 2 of Polycomb protein EED OS=Homo sapiens GN=EED"	"0.000"	"False"	"Human"	"9.705"	"9"	"3"	"3"	"3"	"1"	"466"	"53.0"	"7.36"	"4.22"	"3"	"0"	"0.807"	"1.165"	"0.756"	"1.293"	"1.047"	"102.5"	"84.9"	"79.3"	"136.9"	"127.0"	"89.4"	"72.9"	"104.8"	"105.9"	"85.4"	"102.5"	"70.8"	"70.5"	"120.1"	"86.0"	"69.6"	"59.3"	"87.9"	"97.9"	"73.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
